src,dst,timestamp
1,8228,4188.0
6,8233,4191.0
3,8230,4198.0
3,8230,4242.0
1,8228,4243.0
12,8238,4275.0
3,8230,4287.0
1,8228,4304.0
3,8230,4334.0
47,8271,4399.0
48,8272,4408.0
3,8230,4411.0
48,8272,4432.0
16,8249,4442.0
3,8230,4485.0
49,8273,4487.0
50,8274,4497.0
16,8249,4505.0
47,8271,4508.0
3,8230,4533.0
1,8228,4562.0
50,8274,4568.0
3,8230,4581.0
16,8249,4584.0
1,8228,4620.0
12,8238,4630.0
48,8272,4665.0
51,8275,4667.0
52,8249,4669.0
3,8230,4679.0
51,8275,4709.0
53,8276,4743.0
54,8277,4751.0
16,8249,4755.0
48,8272,4774.0
55,8278,4780.0
3,8230,4802.0
1,8228,4812.0
16,8249,4813.0
3,8230,4853.0
48,8272,4877.0
3,8230,4893.0
16,8249,4899.0
56,8279,4909.0
16,8249,4925.0
16,8249,4968.0
48,8272,4980.0
8,8234,5007.0
47,8271,5037.0
57,8244,5056.0
16,8249,5066.0
58,8280,5087.0
1,8228,5088.0
16,8249,5101.0
48,8272,5148.0
1,8228,5169.0
3,8230,5180.0
3,8230,5218.0
1,8228,5258.0
59,8281,5261.0
48,8272,5268.0
48,8272,5357.0
18,8244,5358.0
48,8272,5405.0
3,8230,5436.0
1,8228,5443.0
59,8281,5445.0
60,8282,5449.0
61,8283,5498.0
1,8228,5564.0
59,8281,5570.0
61,8283,5646.0
17,8284,5670.0
61,8283,5705.0
1,8228,5712.0
22,8285,5721.0
48,8272,5726.0
59,8281,5798.0
57,8244,5800.0
1,8228,5807.0
62,8286,5855.0
48,8272,5904.0
1,8228,5928.0
63,8240,5974.0
59,8281,5985.0
64,8287,6053.0
64,8287,6084.0
3,8230,6096.0
65,8288,6112.0
66,8289,6123.0
3,8230,6149.0
1,8228,6167.0
1,8228,6234.0
67,8236,6254.0
68,8249,6344.0
69,8290,6359.0
56,8279,6437.0
59,8281,6438.0
62,8286,6443.0
70,8291,6448.0
62,8286,6476.0
1,8228,6519.0
71,8281,6525.0
59,8281,6585.0
3,8230,6602.0
62,8286,6615.0
59,8281,6670.0
59,8281,6706.0
1,8228,6727.0
59,8281,6762.0
1,8228,6769.0
72,8292,6792.0
1,8228,6815.0
3,8230,6826.0
1,8228,6864.0
3,8230,6867.0
1,8228,6935.0
8,8293,6936.0
73,8294,6937.0
1,8228,7006.0
74,8295,7010.0
3,8230,7039.0
73,8266,7100.0
75,8296,7101.0
73,8297,7116.0
73,8234,7128.0
75,8296,7198.0
59,8281,7211.0
3,8230,7223.0
34,8261,7234.0
75,8296,7235.0
1,8228,7244.0
34,8261,7251.0
76,8289,7296.0
74,8295,7303.0
59,8281,7313.0
1,8228,7338.0
77,8285,7339.0
78,8245,7372.0
3,8230,7400.0
75,8296,7407.0
79,8268,7410.0
74,8295,7417.0
1,8228,7433.0
74,8295,7444.0
77,8285,7445.0
3,8230,7550.0
80,8298,7564.0
1,8228,7589.0
77,8285,7609.0
59,8281,7643.0
75,8296,7695.0
59,8281,7706.0
1,8228,7731.0
59,8281,7763.0
59,8281,7787.0
3,8230,7810.0
3,8230,7847.0
59,8281,7871.0
3,8230,7881.0
1,8228,7942.0
56,8279,7948.0
3,8230,7998.0
3,8230,8030.0
3,8230,8079.0
75,8296,8093.0
50,8299,8152.0
59,8281,8157.0
81,8256,8157.0
82,8261,8157.0
75,8296,8182.0
59,8281,8216.0
83,8300,8243.0
83,8300,8283.0
59,8281,8336.0
84,8261,8365.0
75,8296,8393.0
84,8261,8397.0
75,8296,8430.0
1,8228,8587.0
85,8301,8619.0
50,8299,8727.0
75,8296,8809.0
86,8288,8825.0
77,8285,8907.0
75,8296,8913.0
87,8302,8942.0
81,8256,8980.0
75,8296,8988.0
88,8303,9000.0
81,8256,9017.0
88,8303,9061.0
75,8296,9112.0
50,8299,9118.0
65,8288,9127.0
75,8296,9141.0
65,8288,9150.0
81,8256,9172.0
89,8304,9234.0
90,8305,9240.0
88,8303,9248.0
91,8260,9259.0
92,8306,9269.0
75,8296,9270.0
76,8289,9298.0
81,8256,9299.0
93,8307,9307.0
59,8281,9312.0
91,8260,9341.0
75,8296,9356.0
75,8296,9377.0
59,8281,9384.0
88,8303,9396.0
86,8288,9439.0
75,8296,9462.0
90,8305,9500.0
75,8296,9503.0
88,8303,9567.0
3,8230,9576.0
90,8305,9629.0
75,8296,9694.0
88,8303,9695.0
94,8308,9700.0
90,8305,9728.0
81,8256,9777.0
90,8305,9784.0
75,8296,9830.0
95,8293,9840.0
95,8293,9928.0
22,8309,9934.0
76,8289,9943.0
90,8305,9966.0
75,8296,10020.0
66,8289,10030.0
96,8310,10034.0
90,8305,10086.0
66,8289,10167.0
75,8296,10184.0
88,8303,10185.0
97,8311,10297.0
59,8281,10300.0
98,8312,10348.0
3,8230,10380.0
88,8303,10392.0
95,8293,10393.0
66,8289,10393.0
98,8312,10431.0
95,8293,10449.0
88,8303,10489.0
75,8296,10491.0
59,8281,10497.0
3,8230,10556.0
90,8305,10567.0
3,8230,10597.0
93,8307,10614.0
75,8296,10619.0
3,8230,10661.0
3,8230,10720.0
88,8303,10731.0
3,8230,10769.0
75,8296,10831.0
3,8230,10889.0
66,8289,10892.0
68,8308,10918.0
59,8281,10939.0
99,8313,10960.0
99,8313,10987.0
3,8230,10989.0
75,8296,11006.0
96,8310,11051.0
88,8303,11052.0
59,8281,11055.0
75,8296,11062.0
75,8296,11085.0
3,8230,11146.0
100,8314,11171.0
101,8315,11180.0
88,8303,11235.0
101,8315,11292.0
3,8230,11299.0
88,8303,11301.0
59,8281,11352.0
3,8230,11356.0
3,8230,11383.0
88,8303,11432.0
3,8230,11437.0
88,8303,11455.0
59,8281,11466.0
3,8230,11493.0
50,8299,11495.0
88,8303,11520.0
3,8230,11544.0
102,8306,11578.0
88,8303,11581.0
50,8299,11601.0
3,8230,11636.0
88,8303,11663.0
3,8230,11705.0
103,8316,11710.0
104,8317,11710.0
102,8306,11719.0
104,8317,11720.0
88,8303,11748.0
100,8314,11778.0
88,8303,11805.0
105,8318,11862.0
75,8296,11892.0
88,8303,11893.0
59,8281,11907.0
106,8302,11920.0
75,8296,11922.0
88,8303,11928.0
107,8319,11940.0
3,8230,11985.0
88,8303,11994.0
80,8320,11996.0
3,8230,12018.0
75,8296,12109.0
75,8296,12176.0
108,8321,12185.0
3,8230,12191.0
107,8319,12199.0
3,8230,12219.0
102,8306,12229.0
88,8303,12270.0
109,8252,12415.0
3,8230,12422.0
75,8296,12465.0
75,8296,12517.0
3,8230,12518.0
106,8302,12602.0
88,8303,12610.0
3,8230,12665.0
110,8302,12681.0
18,8244,12694.0
3,8230,12711.0
18,8244,12716.0
111,8322,12752.0
102,8306,12772.0
104,8317,12807.0
17,8323,12817.0
111,8322,12836.0
3,8230,12840.0
18,8244,12860.0
3,8230,12895.0
88,8303,12958.0
75,8296,12963.0
108,8321,12989.0
106,8302,12994.0
59,8281,13009.0
76,8289,13053.0
76,8289,13091.0
75,8296,13127.0
75,8296,13253.0
112,8297,13258.0
86,8284,13279.0
106,8302,13280.0
75,8296,13289.0
88,8303,13303.0
75,8296,13391.0
106,8302,13466.0
113,8289,13487.0
114,8324,13494.0
75,8296,13498.0
18,8244,13517.0
88,8303,13556.0
3,8230,13619.0
14,8240,13629.0
3,8230,13701.0
88,8303,13741.0
88,8303,13918.0
88,8303,13992.0
3,8230,14041.0
14,8240,14056.0
115,8325,14097.0
3,8230,14099.0
116,8283,14115.0
88,8303,14231.0
76,8289,14260.0
117,8326,14272.0
76,8289,14299.0
117,8326,14340.0
88,8303,14385.0
106,8302,14450.0
118,8327,14478.0
3,8230,14495.0
88,8303,14534.0
78,8328,14557.0
78,8328,14584.0
106,8302,14601.0
88,8303,14613.0
85,8301,14645.0
78,8328,14660.0
3,8230,14764.0
27,8254,14767.0
119,8329,14778.0
102,8306,14813.0
116,8283,14841.0
27,8254,14861.0
88,8303,14872.0
102,8306,14883.0
117,8326,14918.0
6,8233,14972.0
67,8321,14999.0
27,8254,15011.0
88,8303,15040.0
88,8303,15178.0
102,8306,15191.0
88,8303,15232.0
102,8306,15285.0
102,8306,15313.0
102,8306,15346.0
118,8327,15381.0
102,8306,15385.0
88,8303,15448.0
50,8299,15473.0
66,8330,15488.0
120,8261,15533.0
88,8303,15559.0
66,8330,15582.0
121,8297,15585.0
3,8230,15604.0
118,8327,15604.0
122,8245,15611.0
12,8238,15660.0
66,8330,15663.0
50,8299,15679.0
123,8331,15693.0
124,8332,15721.0
66,8330,15737.0
124,8332,15741.0
118,8327,15751.0
59,8281,15755.0
88,8303,15795.0
125,8325,15797.0
66,8330,15806.0
123,8331,15810.0
67,8295,15845.0
88,8303,15873.0
126,8333,15883.0
66,8289,15922.0
66,8289,15954.0
12,8238,16020.0
3,8230,16045.0
127,8334,16149.0
72,8335,16172.0
128,8302,16224.0
3,8230,16256.0
124,8332,16259.0
129,8336,16270.0
116,8283,16298.0
124,8332,16322.0
124,8332,16359.0
76,8289,16366.0
130,8302,16406.0
3,8230,16418.0
59,8281,16420.0
131,8337,16422.0
76,8289,16442.0
124,8332,16472.0
39,8338,16523.0
3,8230,16538.0
132,8339,16616.0
133,8243,16661.0
124,8332,16666.0
102,8306,16719.0
50,8299,16722.0
3,8230,16732.0
134,8340,16732.0
124,8332,16774.0
118,8327,16792.0
17,8341,16814.0
124,8332,16842.0
22,8341,16890.0
124,8332,16902.0
134,8340,16919.0
118,8327,16927.0
3,8230,16962.0
59,8281,16975.0
135,8278,16978.0
124,8332,17010.0
135,8278,17024.0
118,8327,17042.0
134,8340,17086.0
3,8230,17108.0
124,8332,17126.0
102,8306,17136.0
134,8340,17136.0
136,8342,17163.0
137,8341,17199.0
3,8230,17213.0
138,8283,17215.0
118,8327,17217.0
127,8334,17232.0
139,8282,17251.0
50,8299,17259.0
140,8341,17271.0
141,8343,17281.0
124,8332,17324.0
50,8299,17344.0
59,8281,17360.0
3,8230,17377.0
118,8327,17393.0
50,8299,17408.0
76,8289,17435.0
95,8336,17435.0
50,8299,17435.0
3,8230,17443.0
76,8289,17465.0
142,8336,17473.0
24,8251,17477.0
142,8336,17501.0
3,8230,17509.0
102,8306,17523.0
137,8341,17541.0
102,8306,17547.0
24,8251,17566.0
3,8230,17593.0
137,8341,17601.0
143,8341,17614.0
12,8238,17637.0
3,8230,17639.0
102,8306,17652.0
3,8230,17734.0
95,8261,17757.0
144,8344,17770.0
59,8281,17779.0
59,8281,17834.0
145,8283,17856.0
3,8230,17867.0
145,8283,17874.0
86,8284,17900.0
127,8334,17901.0
12,8238,17920.0
146,8278,17922.0
147,8345,17970.0
146,8278,17972.0
148,8341,17988.0
149,8283,17991.0
149,8283,18044.0
145,8283,18111.0
145,8283,18148.0
136,8342,18191.0
149,8283,18212.0
120,8261,18216.0
140,8341,18224.0
3,8230,18268.0
140,8341,18304.0
3,8230,18323.0
150,8315,18349.0
140,8341,18349.0
118,8327,18353.0
78,8328,18366.0
145,8283,18407.0
12,8238,18426.0
3,8230,18505.0
151,8296,18517.0
152,8261,18547.0
3,8230,18643.0
66,8289,18654.0
68,8299,18679.0
6,8233,18705.0
102,8306,18709.0
102,8306,18753.0
12,8238,18763.0
153,8346,18801.0
102,8306,18813.0
154,8261,18818.0
155,8347,18833.0
3,8230,18838.0
66,8289,18877.0
156,8346,18882.0
102,8306,18885.0
151,8296,18922.0
118,8327,18958.0
102,8306,18970.0
12,8238,19043.0
151,8296,19055.0
157,8291,19095.0
158,8348,19122.0
151,8296,19124.0
136,8349,19152.0
151,8296,19173.0
81,8256,19231.0
81,8256,19254.0
3,8230,19264.0
106,8302,19272.0
159,8350,19282.0
3,8230,19417.0
159,8350,19452.0
3,8230,19505.0
102,8306,19507.0
76,8289,19517.0
151,8296,19540.0
106,8302,19547.0
102,8306,19605.0
59,8281,19606.0
84,8261,19639.0
118,8327,19672.0
3,8230,19693.0
160,8316,19704.0
3,8230,19726.0
102,8306,19733.0
157,8291,19735.0
12,8238,19737.0
3,8230,19778.0
157,8291,19809.0
63,8351,19833.0
161,8314,19842.0
157,8291,19849.0
161,8314,19904.0
59,8281,19917.0
102,8306,20049.0
162,8352,20062.0
12,8238,20076.0
3,8230,20085.0
163,8283,20156.0
164,8353,20165.0
164,8353,20189.0
3,8230,20223.0
165,8261,20232.0
102,8306,20342.0
3,8230,20347.0
102,8306,20396.0
3,8230,20485.0
166,8354,20502.0
106,8302,20511.0
159,8350,20526.0
3,8230,20557.0
167,8355,20569.0
168,8356,20684.0
3,8230,20721.0
169,8357,20750.0
3,8230,20779.0
12,8238,20795.0
159,8350,20801.0
68,8244,20820.0
170,8260,20828.0
134,8340,20869.0
70,8291,20870.0
171,8249,20976.0
172,8358,20984.0
3,8230,20997.0
76,8327,21013.0
102,8306,21016.0
157,8291,21126.0
171,8249,21128.0
3,8230,21140.0
102,8306,21203.0
170,8260,21215.0
173,8359,21219.0
3,8230,21258.0
174,8251,21274.0
102,8306,21308.0
106,8302,21340.0
3,8230,21343.0
157,8291,21382.0
102,8306,21387.0
151,8296,21406.0
157,8291,21422.0
175,8360,21437.0
12,8238,21440.0
112,8297,21453.0
176,8302,21478.0
157,8291,21486.0
3,8230,21487.0
147,8345,21549.0
157,8291,21556.0
106,8302,21578.0
159,8350,21588.0
157,8291,21610.0
3,8230,21615.0
159,8350,21653.0
112,8297,21681.0
3,8230,21731.0
12,8238,21749.0
112,8297,21762.0
151,8296,21836.0
171,8249,21845.0
177,8361,21899.0
178,8362,21904.0
3,8230,21987.0
3,8230,22043.0
179,8363,22043.0
157,8291,22088.0
3,8230,22089.0
124,8364,22094.0
12,8238,22109.0
3,8230,22163.0
180,8365,22165.0
112,8297,22170.0
181,8317,22182.0
106,8302,22224.0
123,8331,22260.0
112,8297,22275.0
3,8230,22331.0
134,8340,22345.0
134,8340,22373.0
182,8366,22404.0
157,8291,22404.0
123,8331,22459.0
3,8230,22461.0
157,8291,22464.0
3,8230,22568.0
112,8297,22585.0
151,8296,22598.0
183,8367,22607.0
123,8331,22610.0
184,8368,22619.0
179,8363,22655.0
157,8291,22657.0
123,8331,22679.0
183,8367,22717.0
112,8297,22738.0
179,8363,22784.0
183,8367,22824.0
106,8302,22832.0
157,8291,22931.0
134,8340,22993.0
159,8350,23024.0
185,8369,23036.0
185,8369,23102.0
112,8297,23151.0
185,8369,23205.0
112,8297,23223.0
151,8296,23241.0
106,8302,23251.0
112,8297,23257.0
185,8369,23261.0
186,8370,23295.0
187,8261,23332.0
151,8296,23334.0
63,8371,23366.0
134,8340,23510.0
134,8340,23538.0
188,8341,23538.0
134,8340,23568.0
189,8273,23577.0
179,8363,23608.0
134,8340,23625.0
188,8341,23627.0
134,8340,23644.0
151,8296,23748.0
189,8273,23793.0
112,8297,23831.0
151,8296,23959.0
76,8289,23979.0
190,8264,24014.0
76,8289,24049.0
188,8341,24079.0
76,8289,24085.0
151,8296,24089.0
191,8235,24121.0
75,8296,24157.0
112,8297,24248.0
182,8366,24290.0
112,8297,24323.0
157,8291,24326.0
192,8372,24338.0
189,8273,24420.0
182,8366,24445.0
193,8373,24695.0
194,8242,24708.0
185,8369,24764.0
195,8374,24766.0
194,8242,24819.0
191,8235,24869.0
185,8369,24880.0
95,8293,24901.0
191,8235,24916.0
194,8242,24919.0
185,8369,24969.0
76,8289,25030.0
196,8260,25065.0
197,8375,25091.0
198,8278,25113.0
199,8369,25191.0
200,8376,25265.0
201,8261,25302.0
202,8346,25329.0
24,8251,25343.0
196,8260,25363.0
106,8302,25548.0
198,8341,25581.0
196,8260,25584.0
185,8369,25597.0
199,8369,25652.0
203,8259,25830.0
191,8235,25851.0
169,8377,25883.0
204,8378,25896.0
157,8291,25952.0
203,8259,25974.0
204,8378,26007.0
205,8379,26070.0
206,8380,26102.0
203,8259,26112.0
106,8302,26222.0
203,8259,26235.0
204,8378,26279.0
207,8294,26296.0
204,8378,26328.0
24,8251,26358.0
208,8381,26366.0
209,8382,26484.0
210,8383,26514.0
195,8384,26609.0
211,8278,26624.0
211,8278,26643.0
210,8383,26694.0
212,8385,26835.0
213,8366,26914.0
214,8386,26950.0
215,8387,26987.0
204,8378,27197.0
61,8283,27330.0
210,8383,27365.0
33,8260,27442.0
212,8385,27452.0
216,8388,27486.0
217,8288,27511.0
218,8389,27516.0
216,8388,27521.0
212,8385,27550.0
219,8390,27803.0
220,8391,27877.0
221,8302,27897.0
204,8378,27905.0
216,8388,28041.0
182,8366,28081.0
222,8392,28186.0
59,8281,28226.0
220,8391,28227.0
223,8387,28259.0
216,8388,28264.0
182,8366,28392.0
224,8393,28446.0
6,8233,28451.0
9,8235,28468.0
182,8366,28480.0
76,8289,28546.0
182,8366,28564.0
225,8394,28575.0
194,8242,28575.0
102,8306,28580.0
182,8366,28625.0
15,8241,28655.0
182,8366,28710.0
102,8306,28769.0
204,8378,28778.0
182,8366,28815.0
226,8395,28863.0
182,8366,28910.0
182,8366,28934.0
102,8306,28972.0
204,8378,28994.0
102,8306,29145.0
8,8293,29157.0
227,8320,29215.0
228,8318,29220.0
228,8318,29338.0
102,8306,29338.0
6,8233,29349.0
227,8320,29361.0
203,8259,29387.0
76,8342,29392.0
216,8388,29415.0
228,8318,29425.0
102,8306,29452.0
179,8363,29466.0
229,8286,29484.0
22,8273,29543.0
227,8320,29556.0
216,8388,29557.0
230,8396,29599.0
8,8293,29639.0
102,8306,29646.0
76,8342,29742.0
220,8261,29756.0
212,8385,29758.0
102,8306,29760.0
228,8318,29775.0
220,8261,29795.0
228,8318,29795.0
76,8342,29826.0
227,8320,29847.0
179,8363,29871.0
228,8318,29913.0
102,8306,29922.0
231,8285,29939.0
228,8318,29970.0
64,8287,29975.0
214,8386,29982.0
102,8306,30036.0
214,8386,30050.0
75,8397,30102.0
15,8241,30131.0
222,8392,30151.0
232,8398,30197.0
102,8306,30221.0
233,8399,30254.0
233,8400,30254.0
9,8235,30265.0
9,8235,30306.0
194,8242,30311.0
9,8235,30326.0
76,8342,30335.0
214,8386,30358.0
102,8306,30364.0
76,8289,30475.0
102,8306,30483.0
234,8401,30512.0
40,8244,30522.0
102,8306,30557.0
17,8402,30558.0
205,8403,30633.0
235,8235,30675.0
102,8306,30683.0
214,8386,30728.0
212,8385,30778.0
234,8401,30787.0
102,8306,30788.0
236,8404,30834.0
102,8306,30872.0
102,8306,30911.0
237,8405,30943.0
51,8406,30955.0
214,8386,30981.0
51,8406,31002.0
102,8306,31022.0
205,8407,31023.0
204,8378,31023.0
214,8386,31034.0
205,8407,31061.0
205,8407,31136.0
102,8306,31139.0
102,8306,31176.0
238,8315,31188.0
6,8233,31208.0
6,8233,31305.0
222,8392,31407.0
102,8306,31420.0
168,8408,31456.0
194,8242,31503.0
214,8386,31522.0
102,8306,31555.0
239,8409,31565.0
214,8386,31568.0
205,8407,31574.0
240,8410,31594.0
205,8407,31605.0
102,8306,31661.0
241,8302,31670.0
40,8297,31698.0
240,8410,31752.0
102,8306,31808.0
102,8306,31925.0
204,8378,32005.0
222,8392,32012.0
75,8296,32016.0
205,8407,32034.0
232,8398,32060.0
102,8306,32067.0
205,8407,32076.0
237,8405,32089.0
24,8251,32102.0
205,8407,32122.0
102,8306,32153.0
242,8411,32177.0
222,8392,32183.0
237,8405,32221.0
243,8376,32244.0
210,8383,32291.0
40,8378,32297.0
237,8405,32313.0
244,8333,32313.0
102,8306,32319.0
205,8407,32330.0
245,8412,32342.0
75,8296,32350.0
246,8247,32354.0
222,8392,32365.0
244,8333,32396.0
205,8407,32407.0
75,8296,32408.0
232,8398,32439.0
205,8407,32452.0
245,8412,32463.0
102,8306,32473.0
102,8306,32522.0
76,8327,32539.0
205,8407,32553.0
237,8405,32562.0
210,8383,32652.0
233,8339,32675.0
210,8383,32709.0
233,8235,32718.0
17,8374,32797.0
233,8385,32801.0
102,8306,32814.0
205,8407,32836.0
237,8405,32886.0
102,8306,32896.0
237,8405,32934.0
102,8306,32938.0
232,8398,32956.0
88,8303,33004.0
102,8306,33011.0
6,8233,33026.0
102,8306,33072.0
247,8413,33082.0
237,8405,33118.0
102,8306,33162.0
240,8410,33181.0
237,8405,33186.0
76,8327,33204.0
205,8407,33224.0
232,8398,33224.0
237,8405,33241.0
40,8414,33281.0
102,8306,33285.0
240,8410,33286.0
237,8405,33297.0
205,8407,33306.0
237,8405,33339.0
237,8405,33355.0
220,8261,33411.0
102,8306,33414.0
102,8306,33447.0
233,8291,33454.0
248,8415,33495.0
24,8251,33547.0
102,8306,33578.0
102,8306,33623.0
205,8407,33639.0
249,8277,33643.0
232,8398,33649.0
102,8306,33656.0
240,8410,33676.0
6,8233,33714.0
66,8409,33726.0
250,8416,33741.0
102,8306,33744.0
251,8384,33751.0
252,8417,33753.0
66,8409,33807.0
24,8251,33812.0
250,8416,33819.0
252,8417,33862.0
253,8418,33875.0
237,8405,33887.0
102,8306,33927.0
66,8409,33934.0
102,8306,33951.0
210,8383,33968.0
220,8391,33982.0
66,8409,34001.0
24,8251,34007.0
102,8306,34015.0
237,8405,34125.0
240,8410,34196.0
205,8407,34199.0
66,8409,34236.0
210,8383,34242.0
66,8409,34251.0
237,8405,34255.0
204,8378,34258.0
205,8407,34276.0
204,8378,34309.0
182,8366,34315.0
210,8383,34367.0
254,8419,34442.0
234,8354,34447.0
117,8326,34450.0
234,8354,34474.0
117,8326,34487.0
234,8354,34487.0
255,8235,34496.0
205,8407,34496.0
233,8420,34514.0
210,8383,34528.0
254,8419,34566.0
205,8407,34586.0
256,8421,34619.0
222,8392,34638.0
222,8392,34649.0
256,8421,34667.0
22,8242,34668.0
237,8405,34676.0
222,8392,34710.0
230,8396,34711.0
24,8251,34727.0
240,8410,34730.0
237,8405,34745.0
204,8378,34781.0
257,8422,34797.0
257,8422,34810.0
205,8407,34837.0
258,8423,34847.0
237,8405,34872.0
259,8424,34981.0
260,8311,35002.0
210,8383,35016.0
168,8408,35136.0
39,8425,35180.0
40,8426,35203.0
39,8425,35207.0
168,8408,35226.0
222,8392,35252.0
204,8378,35286.0
256,8421,35293.0
258,8423,35298.0
40,8427,35299.0
205,8407,35317.0
204,8378,35333.0
240,8410,35352.0
233,8405,35444.0
256,8421,35629.0
40,8296,35678.0
261,8423,35682.0
237,8405,35767.0
256,8421,35768.0
233,8428,35804.0
237,8405,35843.0
214,8386,35867.0
240,8410,35879.0
6,8233,35946.0
262,8302,35966.0
256,8421,35979.0
240,8410,35981.0
240,8410,36014.0
214,8386,36018.0
24,8251,36025.0
214,8386,36079.0
263,8370,36101.0
233,8405,36128.0
256,8421,36198.0
204,8378,36253.0
237,8405,36269.0
40,8405,36339.0
264,8429,36394.0
179,8363,36450.0
6,8233,36549.0
199,8430,36683.0
204,8378,36760.0
265,8266,36774.0
204,8378,36842.0
168,8408,36929.0
237,8405,36970.0
266,8354,36999.0
199,8430,37029.0
17,8318,37052.0
222,8392,37054.0
267,8412,37071.0
268,8431,37092.0
204,8378,37094.0
266,8354,37159.0
237,8405,37162.0
266,8354,37185.0
204,8378,37205.0
269,8311,37211.0
266,8354,37222.0
204,8378,37232.0
237,8405,37324.0
237,8405,37380.0
270,8432,37399.0
266,8354,37603.0
240,8410,37605.0
266,8354,37676.0
266,8354,37723.0
271,8318,37763.0
266,8354,37769.0
199,8389,37780.0
272,8331,37797.0
73,8433,37800.0
237,8405,37835.0
273,8399,37853.0
273,8399,37879.0
274,8365,37883.0
199,8389,37884.0
266,8354,37890.0
237,8405,37906.0
266,8354,37920.0
199,8389,37930.0
273,8399,37936.0
73,8434,37961.0
73,8404,37980.0
222,8392,38074.0
275,8435,38083.0
222,8392,38158.0
237,8405,38182.0
171,8249,38279.0
237,8405,38375.0
264,8429,38378.0
237,8405,38469.0
276,8433,38486.0
237,8405,38522.0
277,8318,38528.0
276,8433,38593.0
278,8436,38624.0
276,8433,38640.0
276,8433,38661.0
12,8238,38692.0
276,8433,38700.0
278,8436,38707.0
276,8433,38745.0
199,8389,38799.0
199,8389,38856.0
276,8433,39003.0
276,8433,39033.0
276,8433,39055.0
218,8389,39067.0
273,8399,39116.0
276,8433,39142.0
278,8437,39247.0
278,8437,39269.0
279,8367,39307.0
280,8427,39317.0
276,8433,39437.0
